ArticleId,Text,Category
1989,wilkinson to miss ireland match england will have to take on ireland in the six nations without captain and goal-kicker jonny wilkinson  according to his newcastle boss rob andrew.  wilkinson - who had targeted the 27 february match for his international comeback - has been missed by england  not least for his goal-kicking.  jonny s not fit yet   falcons chief andrew told bbc radio five live.  he won t be fit for dublin  there s no doubt about that  but he might be fit for scotland and italy.  the 25-year-old has not played for england since the 2003 world cup final after a succession of injuries. england  who have lost three six nations games in a row  wasted a 17-6 half-time lead in their 18-17 defeat to france. goal-kickers charlie hodgson and olly barkley missed six penalty attempts and a drop-goal between them.  they ve probably got two of the best english kickers in the premiership in hodgson and barkley   added andrew  a former england fly-half and goal-kicker.   they re both pretty good kickers. charlie is a good kicker week-in  week-out.  but it s all about pressure and unfortunately england are just not handling the pressure at the moment.  andrew also blamed england s poor run of recent results on a lack of leadership in the side following several high-profile retirements and injuries.  they just didn t have that leadership that would have seen them through. martin johnson  lawrence dallaglio and jonny are obviously huge losses and leadership is so important in those situations   he said.  i think it is really difficult for jason robinson to lead the side effectively from full-back.  meanwhile  former england full-back dusty hare put england s mistakes down to a lack of mental toughness.   jonny wilkinson has proved himself a cool customer with around an 80% kicking success rate   hare told bbc radio five live.  but natural-born toughness comes into it as well as all the practice you do.  you have to be able to shut out all the outside elements and concentrate on putting the ball between the posts.  hodgson  who has an excellent kicking record with club side sale sharks  has introduced crowd noise into his practice routine of late.  the top golfers don t hit the fairway every time  and it is the same with goal-kicking   hare added.  you need that mental toughness as well to put the ball over  but great goal-kickers like jonny wilkinson come along very rarely.,sport
1759,india s deccan seals $1.8bn deal air deccan has ordered 30 airbus a320 planes in a $1.8bn (£931m) deal as india s first low-cost airline expands in the fast-growing domestic market.  air deccan was set up last year and wants to lure travellers away from the railway network and pricier rivals. the potential of the indian market has attracted attention at home and abroad. beer magnate vijay mallya recently set up kingfisher airlines  while uk entrepreneur richard branson has said he is keen to start a local operation.  the country has a population of more than a billion people and many observers feel that it is underserved by airlines. recently however  the booming economy has boosted personal spending power and helped swell the middle classes and the corporate sector. india s government has given its backing to cheaper and more accessible air travel.  the days of flying being a symbol of only maharajas or the rich are over   the minister for civil aviation praful patel said earlier. infrastructure is being built to handle the expected increase in demand and on tuesday  agence france presse reported that a group led by germany s siemens won the contract to build a private airport near bangalore. india s airports authority and the state government will own 13% each of the finished transport hub. for its part  air deccan  set up by army officer and silk farmer gorur gopinath  plans to increase its fleet to 60 aircraft within five years. to help finance the expansion the company may sell a 25% stake to an investor for about $50m. when it was set up the firm offered tickets that were 50% cheaper than other indian airlines. it said it was basing its business model on european firms such as ireland s ryanair.,business
1490,unclear future for striker baros liverpool forward milan baros is uncertain whether he remains part of boss rafa benitez s plans after being dropped for the carling cup final.  baros  who is liverpool s leading scorer this season  denied reports of a row with benitez but claims he is mystified at being left on the bench. he told czech newspaper daily sport:  i don t know why i didn t play on sunday. i didn t argue with anybody.  i was disappointed but i am not thinking of leaving right now.  the czech international came on as a substitute after 74 minutes but could not prevent his side losing 3-2 to chelsea after extra-time.  baros denied suggestions he wanted to leave the millennium stadium before the match upon learning of his omission from the starting line-up. but his admission that he  guessed something like this was going to happen on saturday   will do little to quell claims of a falling-out with benitez. and although baros insisted thoughts of quitting anfield are  not in my mind right now   he admitted  everything is possible .,sport
155,google s toolbar sparks concern search engine firm google has released a trial tool which is concerning some net users because it directs people to pre-selected commercial websites.  the autolink feature comes with google s latest toolbar and provides links in a webpage to amazon.com if it finds a book s isbn number on the site. it also links to google s map service  if there is an address  or to car firm carfax  if there is a licence plate. google said the feature  available only in the us   adds useful links . but some users are concerned that google s dominant position in the search engine market place could mean it would be giving a competitive edge to firms like amazon.  autolink works by creating a link to a website based on information contained in a webpage - even if there is no link specified and whether or not the publisher of the page has given permission.  if a user clicks the autolink feature in the google toolbar then a webpage with a book s unique isbn number would link directly to amazon s website. it could mean online libraries that list isbn book numbers find they are directing users to amazon.com whether they like it or not. websites which have paid for advertising on their pages may also be directing people to rival services. dan gillmor  founder of grassroots media  which supports citizen-based media  said the tool was a  bad idea  and an unfortunate move by a company that is looking to continue its hypergrowth . in a statement google said the feature was still only in beta  ie trial  stage and that the company welcomed feedback from users. it said:  the user can choose never to click on the autolink button  and web pages she views will never be modified.  in addition  the user can choose to disable the autolink feature entirely at any time.   the new tool has been compared to the smart tags feature from microsoft by some users. it was widely criticised by net users and later dropped by microsoft after concerns over trademark use were raised. smart tags allowed microsoft to link any word on a web page to another site chosen by the company. google said none of the companies which received autolinks had paid for the service. some users said autolink would only be fair if websites had to sign up to allow the feature to work on their pages or if they received revenue for any  click through  to a commercial site. cory doctorow  european outreach coordinator for digital civil liberties group electronic fronter foundation  said that google should not be penalised for its market dominance.  of course google should be allowed to direct people to whatever proxies it chooses.  but as an end user i would want to know -  can i choose to use this service    how much is google being paid     can i substitute my own companies for the ones chosen by google  .  mr doctorow said the only objection would be if users were forced into using autolink or  tricked into using the service .,tech
736,bad weather hits nestle sales a combination of bad weather  rising raw material costs and the sluggish european economy has hit sales at swiss food and drink giant nestle.  revenue dipped 1.4% to 86.7bn swiss francs ($74.6bn; £39.1bn) in 2004 as sales of ice cream and mineral water were dampened by the wet summer. however  nestle s profits margins were helped by a strong performance in the americas and china. nestle is to raise its dividend by 11% after paying back some of its debt.  nestle said that the strength of the swiss franc against the us dollar  the disposal of businesses and challenging trading conditions in europe all dented sales. a poor summer across the continent - in contrast to the prolonged heat wave in 2003 -  severely affected  demand for ice cream. sales of bottled water also fell  although chocolate  coffee  frozen goods and petcare products performed better.  elsewhere  nestle said it had enjoyed an  exceptional  year in north america  outperforming the market in terms of sales growth. nestle added that it had performed strongly in africa and asia despite the impact of high oil prices and political instability. nestle s total earnings before interest remained broadly flat over the past year  despite the company managing to boost profit margins. as well as increasing its dividend  nestle plans to buy back shares worth 1bn swiss francs ($861m; £451m). looking forward  nestle forecasts organic earnings growth of about 5% in 2005  although it warned that trading would remain just as competitive.  uncertainty remains over the future of perrier  the iconic french mineral water owned by nestle. perrier has been locked in a long-standing dispute with unions about productivity levels at the business  which has lead nestle to consider selling the firm.  the option of selling is perrier is still on the table   chief executive peter brabeck-letmathe confirmed on thursday.,business
1146,harinordoquy suffers france axe number eight imanol harinordoquy has been dropped from france s squad for the six nations match with ireland in dublin on 12 march.  harinordoquy was a second-half replacement in last saturday s 24-18 defeat to wales. bourgoin lock pascal pape  who has recovered from a sprained ankle  returns to the 22-man squad. wing cedric heymans and ludovic valbon come in for aurelien rougerie and jean-philippe grandclaude.  rougerie hurt his chest against wales while grandclaude was a second-half replacement against both england and wales. valbon  capped in last june s tests against the united states and canada  was a second half replacement in the win over scotland.  france coach bernard laporte said harinordoquy had been axed after a poor display last weekend.  imanol has been dropped from the squad because the least i can say is that he didn t make a thundering comeback against wales   said laporte.  we know the ireland game will be fast and rough and we also want to be able to replace both locks during the game if needed  and gregory lamboley can also come on at number seven or eight.  the grand slam is gone but we ll go to ireland to win.  it will be a very exciting game because ireland have three wins under their belt  have just defeated england and have their eyes set on a grand slam.  france  who lost to wales last week  must defeat the irish to keep alive their hopes of retaining the six nations trophy. ireland are unbeaten in this year s tournament and have their sights set on a first grand slam since 1948.  dimitri yachvili (biarritz)  pierre mignoni (clermont)  yann delaigue (castres)  frederic michalak (stade toulousain)  damien traille (biarritz)  yannick jauzion (stade toulousain)  ludovic valbon (biarritz)  christophe dominici (stade francais)  cedric heymans (stade toulousain)  julien laharrague (brive)  sylvain marconnet (stade francais)  nicolas mas (perpignan)  olivier milloud (bourgoin)  sebastien bruno (sale/eng)  william servat (stade toulousain)  fabien pelous (stade toulousain  capt)  jerome thion (biarritz)  pascal pap&#233; (bourgoin)  gregory lamboley (stade toulousain)  serge betsen (biarritz)  julien bonnaire (bourgoin)  yannick nyanga (b&#233;ziers),sport
69,microsoft gets the blogging bug software giant microsoft is taking the plunge into the world of blogging.  it is launching a test service to allow people to publish blogs  or online journals  called msn spaces. microsoft is trailing behind competitors like google and aol  which already offer services which make it easy for people to set up web journals. blogs  short for web logs  have become a popular way for people to talk about their lives and express opinions online.  msn spaces is free to anyone with a hotmail or msn messenger account. people will be able to choose a layout for the page  upload images and share photo albums and music playlists. the service will be supported by banner ads.  this is a simple tool for people to express themselves   said msn s blake irving. this is microsoft s first foray into blogging  which has taken off as a web phenomenon in the past year. competitors like google already offer free services through its blogger site  while aol provides its members with journals. accurate figures for the number of blogs in existence are hard to come by. according to blog analysis firm technorati  the so-called blogosphere  has doubled every five and a half months for the last 18 months. it now estimates that the number of blogs in existence has exceeded 4.8 million  although some speculate that less than a quarter are regularly maintained.,tech
500,argentina closes $102.6bn debt swap argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer for bondholders later on friday  with the government hopeful that most creditors will accept the deal.  the estimated loss to bondholders is up to 70% of the original value of the bonds  yet the majority are expected to accept the government s offer. argentina defaulted on its debt three years ago  the biggest sovereign default in modern history. yesterday argentina s economy minister  roberto lavagna  said that he estimated that the results of the restructuring would be ready around next thursday (3 march). argentina s president  nestor kirchner  said on friday:  a year ago when we started the swap (negotiations)  they told us we were crazy  that we were irrational.  but he added that his government was close to achieving:  the best debt renegotiation in history.  the country has been in default on the $102.6bn - based on an original debt of $81.8bn plus interest - for the past three years. if the offer does not go ahead  international lawsuits on behalf of aggrieved investors could follow but analysts are optimistic that it will go through  despite the tough terms for bondholders. about 70% to 80% of bondholders are expected to accept the terms of the offer. by 18 february  creditors holding $41bn - or 40% of the total debt - had accepted the offer. sorting out its debt would enhance the country s credibility on international markets and enable it to attract more foreign investment. of argentina s bondholders  38.4% reside in argentina  15.6% in italy  10.3% in switzerland  9.1% in the united states  5.1% in germany and 3.1% in japan. investors in the uk  holland and luxembourg have about 1% each and the remainder were not broken down by country. the deal is likely to be taken up most enthusiastically by domestic investors  who will benefit if argentina s economy becomes more stable.,business
210,aragones angered by racism fine spain coach luis aragones is furious after being fined by the spanish football federation for his comments about thierry henry.  the 66-year-old criticised his 3000 euros (£2 060) punishment even though it was far below the maximum penalty.  i am not guilty  nor do i accept being judged for actions against the image of the sport   he said.  i m not a racist and i ve never lacked sporting decorum. i ve never done that and i have medals for sporting merit.  aragones was handed the fine on tuesday after making racist remarks about henry to arsenal team-mate and spanish international jose reyes last october.  the spanish football federation at first declined to take action against aragones  but was then requested to do so by spain s anti-violence commission. the fine was far less than the expected amount of about £22 000 or even the suspension of his coaching licence. arsenal boss arsene wenger  who was fined £15 000 in december for accusing manchester united striker ruud van nistelrooy of cheating  believes that aragones  punishment was too lenient.  you compare his fine and my fine  and if you consider his was for racist abuse  then you seem to get away with it more in spain than you should   wenger said.  he shouldn t have said what he said  and how much money is enough  i don t know but it doesn t look a big punishment.  however  aragones insists the fine is unjustified and unfair.  i have been treated like islero (the bull that killed famous bullfighter manolete)   said aragones on hearing he had been fined for his actions.  i have not liked one thing about this whole affair and i do not agree with the sanction. they have looked for a scapegoat.  spain s anti-violence commission must now ratify the spanish fa s decision and has until next week to announce its verdict. aragones has 10 days to appeal  and the commission can also appeal. alberto flores  president of the spanish fa s disciplinary committee  said no-one in the committee felt aragones was a racist nor had  acted in a racist way.   a fine  the highest we could apply  is sufficient punishment. suspension would have been a bit exaggerated   flores told sports daily marca.,sport
1283,uk firm faces venezuelan land row venezuelan authorities have said they will seize land owned by a british company as part of president chavez s agrarian reform programme.  officials in cojedes state said on friday that farmland owned by a subsidiary of the vestey group would be taken and used to settle poor farmers. the government is cracking down on so-called latifundios  or large rural estates  which it says are lying idle. the vestey group said it had not been informed of any planned seizure.  the firm  whose agroflora subsidiary operates 13 farms in venezuela  insisted that it had complied fully with venezuelan law. prosecutors in the south of the country have targeted hato el charcote  a beef cattle ranch owned by agroflora. according to reuters  they plan to seize 12 900 acres (5 200 hectares) from the 32 000 acre (13 000 hectare) farm.  officials claim that agroflora does not possess valid documents proving its ownership of the land in question. they also allege that areas of the ranch are not being used for any form of active production.  the legal boundaries did not match up with the actual boundaries and there is surplus   state prosecutor alexis ortiz told reuters.  as a consequence the government has taken action.   controversial reforms passed in 2001 give the government the right to take control of private property if it is declared idle or ownership cannot be traced back to the 19th century.  critics say the powers - which president chavez argues are needed to help the country s poorest citizens and develop the venezuelan economy - trample all over private property rights. the vestey group said it had owned the land since 1920 and would co-operate fully with the authorities. but a spokesman added:  agroflora is absolutely confident that what it has submitted will demonstrate the legality of its title to the land.  the company pointed out that the farm  which employs 300 workers  provides meat solely for the venezuelan market.  last month  the government said it had identified more than 500 idle farms and had yet to consider the status of a further 40 000. the authorities said landowners whose titles were in order and whose farms were productive had  nothing to fear . under president chavez  the venezuelan government has steadily expanded the state s involvement in the country s economy. it recently said all mining contracts involving foreign firms would be examined to ensure they provided sufficient economic benefits to the state.,business
1650,us trade gap ballooned in october the us trade deficit widened by more than expected in october  hitting record levels after higher oil prices raised import costs  figures have shown  the trade shortfall was $55.5bn (£29bn)  up 9% from september  the commerce department said. that pushed the 10 month deficit to $500.5bn. imports rose by 3.4%  while exports increased by only 0.6%. a weaker dollar also increased the cost of imports  though this should help drive export demand in coming months.  things are getting worse  but that s to be expected   said david wyss of standard & poor s in new york.  the first thing is that when the dollar goes down  it increases the price of imports.  we are seeing improved export orders. things seem to be going in the right direction.   despite this optimism  significant concerns remain as to how the us will fund its trade and budget deficits should they continue to widen. another problem highlighted by analysts was the growing trade gap with china  which has been accused of keeping its currency artificially weak in order to boost exports. the us imported almost $20bn worth of goods from china during october  exporting a little under $3bn.  it seems the key worry that has existed in the currency market still remains   said anthony crescenzi  a bond strategist at miller tabak in new york. the trade deficit and the shortfall with china  are big issues going forward . the commerce department figures caused the dollar to weaken further despite widespread expectations that the federal reserve will raise interest rates for a fifth time this year. borrowing costs are tipped to rise by a quarter of a percentage point to 2.25% at a fed meeting later on tuesday.,business
1102,talks aim to avert pension strike talks aimed at averting a series of national strikes over pensions reforms will take place this weekend.  five public sector unions will hold private talks with deputy prime minister john prescott at labour s spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4m workers could take part in a strike already earmarked for 23 march. however  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  britain s biggest union unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. it is just weeks before new regulations are introduced to raise the pension age of local government workers.  the five unions meeting mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april. privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.,politics
1432,chelsea ridiculed over complaint barcelona assistant coach henk ten cate has branded chelsea s expected complaint to uefa as  pathetic .  the blues are poised to complain about an alleged half-time incident during wednesday s 2-1 loss at the nou camp. the source of chelsea s anger was an alleged talk between barca boss frank rijkaard and referee anders frisk  who later dismissed didier drogba.  to react the way chelsea have is pathetic. mourinho lied with the line-ups  and now this   ten cate said. uefa has said its own tunnel representative witnessed nothing unusual out of the ordinary during the half-time break. spokesman william gaillard said:  frisk says rijkaard greeted him and apologised he had not had the opportunity to say hello before the game.  we had two uefa officials there and neither witnessed it. the referee s dressing room was locked and he and his assistants were the only people allowed in.  indeed  it is the londoners who could be on the receiving end of any punishment after failing to turn up for the compulsory press conference after the defeat.  uefa delegate thomas giordano added:  the only unusual thing that happened as far as we are concerned is that chelsea failed to present themselves in the press conference.  the referee is not expected to include any of the alleged incidents in his report to uefa - weakening chelsea s case. rijkaard was critical of mourinho s decision not to speak to the media after the match.  there was a lot of talking before the game and now surprisingly there is a lot of talking after the game. it is not good behaviour after a match   he said.  maybe they want to start something and make it worse than than it is. i really don t understand it. i am very calm about it.   barca midfielder deco  formerly managed by mourinho at porto  agreed that it was not typical of his fellow portuguese to lodge a protest.  it s not normal behaviour on his part. it was not logical he did not give a news conference   he said. rijkaard added:  chelsea is the team which has conceded fewest goals in the english league and they defend very well so i am very pleased with the win.  my men deserved victory and i am pleased to have won this match. i congratulate my players.,sport
973,seamen sail into biometric future the luxury cruise liner crystal harmony  currently in the gulf of mexico  is the unlikely setting for tests of biometric technology.  as holidaymakers enjoy balmy breezes  their ship s crew is testing prototype versions of the world s first internationally issued biometric id cards  the seafarer s equivalent of a passport. along with the owner s picture  name and personal details  the new seafarers  identity document incorporates a barcode representing unique features of its holder s fingerprints. the cards are due to be issued in february next year  in line with the revised un convention on seafarers  identity documents of june 2003. tests currently under way in the caribbean are designed to ensure that new cards and their machine readers  produced by different companies in different countries  are working to interoperable standards. results of the current tests  which involve seafarers from a wide range of occupations and nationalities  will be published by the international labour organisation (ilo) by the end of november. crystal cruises  which operates the crystal harmony  is exploring the use of biometrics but has not yet committed to the technology.  authenti-corp  the us technology consultancy  has been working with the ilo on its technical specifications for the cards.   if you re issued a seafarer s id in your country  you want to be sure that when the ship lands in a port in  say  my country you can validate yourself using whatever equipment we have installed   authenti-corp s ceo  cynthia musselman  told the bbc s go digital programme. she said french  jordanian and nigerian nationals would be the first seafarers to get the new id cards since their countries have already ratified the convention. it aims to combat international terrorism whilst guaranteeing the welfare the one million seafarers estimated to be at sea. the convention highlights the importance of access to shore facilities and shore leave as vital elements to a sailor s wellbeing and  therefore  it says  to safer shipping and cleaner oceans.  by increasing security on the seas as well as border control and protection  the cards will hopefully reduce the number of piracy problems around the world   said ms musselman.  it should be a safer environment for seafarers to work in  and will allow people protecting their borders to have confidence that the people getting off the ship are  in fact  seafarers.,tech
555,bnp leader nick griffin arrested the leader of the british national party has been arrested as part of a police inquiry following the screening of a bbc documentary.  a party spokesman said nick griffin was arrested on tuesday morning on suspicion of incitement to commit racial hatred. west yorkshire police confirmed they had arrested a 45-year-old man from outside their area. bnp founding chairman john tyndall was arrested on sunday on the same charge.  in july  the bbc documentary secret agent featured covertly-filmed footage of bnp activists. mr griffin is the twelfth man to be arrested following the documentary. nine men from west yorkshire and another man from leicester have been arrested and freed on bail. seven of the men had been held variously in connection with suspected racially aggravated public order offences  conspiracy to commit criminal damage and possession of a firearm. two men  both from keighley  were arrested in september on suspicion of conspiracy to commit criminal damage. a 24-year-old man from leicester was detained on monday on suspicion of incitement to commit racial hatred. a bnp spokesperson said mr tyndall  from brighton  was arrested following a speech he made in burnley  lancashire  and was released on police bail.,politics
35,insurance bosses plead guilty another three us insurance executives have pleaded guilty to fraud charges stemming from an ongoing investigation into industry malpractice.  two executives from american international group (aig) and one from marsh & mclennan were the latest. the investigation by new york attorney general eliot spitzer has now obtained nine guilty pleas. the highest ranking executive pleading guilty on tuesday was former marsh senior vice president joshua bewlay.  he admitted one felony count of scheming to defraud and faces up to four years in prison. a marsh spokeswoman said mr bewlay was no longer with the company. mr spitzer s investigation of the us insurance industry looked at whether companies rigged bids and fixed prices. last month marsh agreed to pay $850m (£415m) to settle a lawsuit filed by mr spitzer  but under the settlement it  neither admits nor denies the allegations .,business
1505,global release for japan hit film oscar-winning animator hayao miyazaki s latest film  howl s moving castle  is to be released in 50 countries around the world  its distributor has said.  howl s moving castle set a japanese box office record last week  taking 1.5bn yen (£7.7m) in its first two days. miyazaki won an oscar earlier this year for spirited away  japan s first academy award for nearly 50 years. howl s moving castle is based on a children s fantasy novel by uk author diana wynne jones. it tells the story of an 18-year-old woman who ages dramatically after falling under a witch s spell. she heads to a moving castle kept by howl  a wizard  and searches for a way to become normal again. a spokesman for distributor toho said the film  has received strong interest from domestic audiences and foreign media and viewers alike .  we have a good feeling about this film. we saw very good viewer response   he added. the film s worldwide release will start in south korea on 24 december  and france on 12 january.,entertainment
1969,brussels raps mobile call charges the european commission has written to the mobile phone operators vodafone and t-mobile to challenge  the high rates  they charge for international roaming.  in letters sent to the two companies  the commission alleged the firms were abusing their dominant market position in the german mobile phone market. it is the second time vodafone has come under the commission s scrutiny. the uk operator is already appealing against allegations that its uk roaming rates are  unfair and excessive . vodafone s response to the commission s letter was defiant.  we believe the roaming market is competitive and we expect to resist the charges   said a vodafone spokesman.  however we will need time to examine the statement of objections in detail before we formally respond.   the commission s investigation into vodafone and deutsche telekom s t-mobile centres on the tariffs the two companies charge foreign mobile operators to access their networks when subscribers of those foreign operators use their mobile phones in germany.  the commission believes these wholesale prices are too high and that the excess is passed on to consumers.  the commission aims to ensure that european consumers are not overcharged when they use their mobile phones on their travels around the european union   the commission said in a statement. vodafone and o2  britain s other big mobile phone operator  were sent similar statements of objections by the commission in july last year. vodafone sent the commission a response to those allegations in december last year and is now waiting for a reply. the vodafone spokesman said a similar process would be set in motion with these latest statement of objections about its operations in germany.  the companies will have three months to respond to the commission s allegations and the process  may go on for some time yet   the spokesman said. the commission could charge the companies up to 10% of their annual turnover  though in practice that sort of figure is rarely demanded. the commission s latest move comes just a few months after national telecoms regulators across europe launched a joint investigation which could lead to people being charged less for using their mobile phone when travelling abroad. the investigation involves regulators assessing whether there is effective competition in the roaming market.,business
527,mourinho defiant on chelsea form chelsea boss jose mourinho has insisted that sir alex ferguson and arsene wenger would swap places with him.  mourinho s side were knocked out of the fa cup by newcastle last sunday before seeing barcelona secure a 2-1 champions league first-leg lead in the nou camp. but he denied his club was suffering a dip in form which league rivals arsenal and manchester united could exploit.  they cannot speak to us about blips because they re not in a better position than us   mourinho said.  do they want to change positions with us  we are top of the league by nine points and in the carling cup final.  the only thing they can say they are in a better position than us in is the fa cup.  in the champions league all three teams can either go through or go out but the one team that is in the best position is still chelsea.   mourinho said it was important to keep his team s results in perspective.  don t try to put pressure on me because i am never under pressure   he warned.  we have lost one important game this week - at newcastle - and we re out of the fa cup but i don t think a defeat in a first-leg tie is a real defeat. we are just 2-1 down at half-time.  asked if his chelsea honeymoon was now over  mourinho replied:  i have had 20 years of honeymoons with my wife.  the day that this club is not happy with me is the day that i go.,sport
627,businesses fail to plan for hiv companies fail to draw up plans to cope with hiv/aids until it affects 20% of people in a country  new research says.  the finding comes in a report published on thursday by the world economic forum  harvard and the un aids agency.  too few companies are responding proactively to the social and business threats   said dr kate taylor  head of the wef s global health initiative. nearly 9 000 business leaders in 104 countries were surveyed for business and hiv/aids: commitment and action   dr taylor described the level of action taken by businesses as revealed by the report as  too little  too late . the issue will be highlighted to business and world leaders at the world economic forum  which meets in davos  switzerland  next week. the wef report shows that despite the fact that 14 000 people contract hiv/aids every day  concern among businesses has dropped by 23% in the last 12 months. most (71%) have no policies in place to address the disease. nor could over 65% of the business leaders surveyed say or estimate the prevalence of hiv among their staff. the un programme tackling aids  unaids  pointed out that having a clear strategy for dealing with hiv/aids was a good investment as well as being socially responsible.  one company that does have a plan is anglo-american  the international mining company  which estimates an hiv prevalence of 24% among its 130 000-strong southern african workforce.  over the last two years the company has implemented extensive voluntary counselling and testing for hiv infection  coupled with anti-retroviral therapy for employees progressing to aids. over 90% of the 2 200 employees who have accessed and remained on treatment are well and have returned to normal work.  effective action on hiv/aids is synonymous with good business management and leads to more profitable and sustainable operations   said brian brink  senior vice-president  health  at anglo-american.   companies should encourage all workers to know their hiv status  making it as routine as monitoring blood pressure or cholesterol   he said.  providing access to treatment is a critical part of this.  across sub-saharan africa  even in countries with an hiv prevalence of 10-19%  only around 7% of companies have formal hiv/aids policies in place  according to the report. the gap is even wider in china  ethiopia  india  nigeria and russia  the so-called  next wave  countries  which are predicted to experience the highest numbers of new hiv/aids cases worldwide by 2010. the report adds  an important building block to our understanding of how the business community is experiencing the hiv/aids epidemic and to whether and how it is reacting   said david bloom  professor of economics and demography at the harvard school of public health.  the wef report concludes that businesses need to understand their exposure to hiv/aids risks and come up with good local practices to manage them. a key priority  in both high and low-prevalence settings  said the wef is to establish a policy based on non-discrimination and confidentiality.,business
947,tories outlining policing plans local communities would be asked to go to the polls to elect their own area police commissioner  under plans unveiled by the conservatives.  party leader michael howard said the new role would replace  inconspicuous  police authorities. he said the new office would not supersede the job of a chief constable. the lib dems said the plan could let extreme groups run policing  while labour criticised  extravagant  tory promises on policing.  responding to the plans  the chairman of the police federation of england and wales  which represents rank and file officers  said it was essential operational independence was retained.  jan berry said:  it is a service  not a political football to be kicked around every time an election approaches.  these plans could result in those with extreme political views dictating what actually happens on the ground   she warned. outlining his crime manifesto  mr howard said elected police commissioners would be more accountable than police authorities which are made up of local councillors and magistrates.  the commissioner will have the powers which existing police authorities have   he told bbc radio 4 s today programme.  the trouble is  and it s no reflection on the people who are on the police authority - they are good people - but hardly anyone knows who they are.  mr howard said the authorities were not  providing the local accountability that we want to see  and that elected police commissioners would be more visible.  critics fear the move could hand control of the police to single-issue campaigners who would ignore the needs of the wider community. lord harris  who sits on the executive of association of police authorities  said the plans seemed to suggest chief constables should be told what to do by a single politician.  that is overturning nearly 200 years of the way in which we have organised policing in this country to avoid the politicisation of policing decisions   he said.  liberal democrat home affairs spokesman mark oaten said the plan was dangerous and  could create conflict between chief constables and elected officials . mr oaten said local people had too little control over policing but a far better solution would be for elected councillors to draw up a  minimum policing guarantee  with their chief constables. a labour party spokesman criticised michael howard s record  saying police numbers had fallen by 1 132 when he was home secretary. he said:  today the tories are making more extravagant promises on the police without making clear how they would pay for them  other than through fantasy savings to the asylum system.  the tories insists the commissioner role would not be like that of an american sheriff. other tory law and order plans include building more prisons and making criminals serve full jail sentences.,politics
1537,further rise in uk jobless total the uk s jobless total rose for the second month in a row in december  official figures show.  the number of people out of work rose 32 000 to 1.41 million in the last three months of 2004  even as 90 000 more people were in employment. average earnings rose by 4.3% in the year to december up from november s 4.2%  the office for national statistics (ons) added. meanwhile  the benefit claimant total fell 11 000 to 813 200 last month. throughout 2004  the number of people in work increased by 296 000 to 28.52 million - the highest figure since records began in 1971.  the apparent discrepancy between rising unemployment and record numbers in work can be explained by an increase in the working population and a fall in those who are economically inactive. while the uk s jobless rate rose to 4.7% from 4.6% in the previous quarter  the rate still remains one of the lowest in the world  compared with 12.1% in germany  10.4% in spain and 9.7% in france. but  despite more people being in work  the manufacturing sector continued to suffer  with 104 000 workers axed during the last quarter of 2004 - pushing employment in the sector to a record low of 3.24 million by the end of last year. the figures prompted some analysts to forecast that the bank of england will almost certainly raise rates this year. marc ostwald  a strategist at monument securities told reuters that while no immediate market impact could be expected   it is enough to underline that they (the boe) will be more hawkish on rates .,business
